customer_id,name,loyalty_points,tier,join_date
02757,Customer 02757,97,Bronze,02/25/2024
02758,Customer 02758,657,Silver,01/19/2025
02759,Customer 02759,1482,Gold,05/12/2024
02760,Customer 02760,1213,Gold,10/16/2024
02761,Customer 02761,1072,Gold,01/01/2025
02762,Customer 02762,1469,Gold,12/04/2024
02763,Customer 02763,1260,Gold,04/25/2024
02764,Customer 02764,188,Bronze,06/12/2024
02765,Customer 02765,1238,Gold,01/16/2025
02766,Customer 02766,206,Bronze,03/16/2024
02767,Customer 02767,990,Silver,01/26/2024
02768,Customer 02768,62,Bronze,08/30/2024
02769,Customer 02769,1261,Gold,03/17/2024
02770,Customer 02770,811,Silver,04/21/2024
02771,Customer 02771,157,Bronze,06/11/2024
02772,Customer 02772,638,Silver,06/06/2024
02773,Customer 02773,1134,Gold,01/13/2024
02774,Customer 02774,782,Silver,09/17/2024
02775,Customer 02775,772,Silver,09/18/2024
02776,Customer 02776,1007,Gold,05/26/2024
02777,Customer 02777,1361,Gold,07/12/2024
02778,Customer 02778,1217,Gold,11/03/2024
02779,Customer 02779,824,Silver,12/19/2024
02780,Customer 02780,821,Silver,07/06/2024
02781,Customer 02781,491,Bronze,01/10/2025
02782,Customer 02782,510,Silver,03/03/2024
02783,Customer 02783,994,Silver,06/17/2024
02784,Customer 02784,186,Bronze,04/15/2024
02785,Customer 02785,1408,Gold,07/27/2024
02786,Customer 02786,985,Silver,07/22/2024
02787,Customer 02787,643,Silver,08/12/2024
02788,Customer 02788,165,Bronze,02/14/2025
02789,Customer 02789,343,Bronze,06/28/2024
02790,Customer 02790,260,Bronze,07/06/2024
02791,Customer 02791,1135,Gold,02/11/2025
02792,Customer 02792,669,Silver,07/18/2024
02793,Customer 02793,194,Bronze,11/21/2024
02794,Customer 02794,1408,Gold,08/29/2024
02795,Customer 02795,825,Silver,02/21/2024
02796,Customer 02796,1002,Gold,02/16/2025
02797,Customer 02797,493,Bronze,01/23/2024
02798,Customer 02798,543,Silver,02/12/2025
02799,Customer 02799,20,Bronze,11/16/2024
02800,Customer 02800,247,Bronze,02/03/2025
02801,Customer 02801,70,Bronze,01/23/2024
02802,Customer 02802,728,Silver,06/27/2024
02803,Customer 02803,487,Bronze,06/03/2024
02804,Customer 02804,535,Silver,08/14/2024
02805,Customer 02805,695,Silver,04/21/2024
02806,Customer 02806,452,Bronze,09/02/2024
02807,Customer 02807,703,Silver,02/11/2024
02808,Customer 02808,978,Silver,08/08/2024
02809,Customer 02809,617,Silver,08/25/2024
02810,Customer 02810,762,Silver,04/10/2024
02811,Customer 02811,588,Silver,05/04/2024
02812,Customer 02812,346,Bronze,08/12/2024
02813,Customer 02813,922,Silver,03/27/2024
02814,Customer 02814,1328,Gold,01/16/2024
02815,Customer 02815,1085,Gold,10/22/2024
02816,Customer 02816,812,Silver,10/05/2024
02817,Customer 02817,285,Bronze,09/16/2024
02818,Customer 02818,1260,Gold,10/05/2024
02819,Customer 02819,395,Bronze,06/11/2024
02820,Customer 02820,119,Bronze,01/21/2024
02821,Customer 02821,69,Bronze,09/23/2024
02822,Customer 02822,407,Bronze,08/19/2024
02823,Customer 02823,634,Silver,02/18/2024
02824,Customer 02824,1473,Gold,05/15/2024
02825,Customer 02825,1158,Gold,02/05/2024
02826,Customer 02826,314,Bronze,02/13/2025
02827,Customer 02827,1033,Gold,05/04/2024
02828,Customer 02828,646,Silver,08/20/2024
02829,Customer 02829,598,Silver,03/29/2024
02830,Customer 02830,1050,Gold,11/11/2024
02831,Customer 02831,1177,Gold,08/20/2024
02832,Customer 02832,132,Bronze,07/11/2024
02833,Customer 02833,53,Bronze,06/30/2024
02834,Customer 02834,709,Silver,05/08/2024
02835,Customer 02835,408,Bronze,04/16/2024
02836,Customer 02836,361,Bronze,08/29/2024
02837,Customer 02837,786,Silver,11/17/2024
02838,Customer 02838,265,Bronze,03/21/2024
02839,Customer 02839,434,Bronze,10/17/2024
02840,Customer 02840,476,Bronze,08/18/2024
02841,Customer 02841,526,Silver,01/07/2024
02842,Customer 02842,860,Silver,02/08/2024
02843,Customer 02843,1461,Gold,11/04/2024
02844,Customer 02844,258,Bronze,04/09/2024
02845,Customer 02845,1149,Gold,08/21/2024
02846,Customer 02846,1186,Gold,01/07/2025
02847,Customer 02847,453,Bronze,10/13/2024
02848,Customer 02848,241,Bronze,12/06/2024
02849,Customer 02849,1123,Gold,02/09/2025
02850,Customer 02850,441,Bronze,12/24/2024
02851,Customer 02851,1063,Gold,11/02/2024
02852,Customer 02852,704,Silver,11/08/2024
02853,Customer 02853,957,Silver,03/22/2024
02854,Customer 02854,95,Bronze,09/07/2024
02855,Customer 02855,1338,Gold,08/15/2024
02856,Customer 02856,161,Bronze,06/09/2024
02857,Customer 02857,908,Silver,04/11/2024
02858,Customer 02858,545,Silver,01/13/2025
02859,Customer 02859,485,Bronze,01/23/2025
02860,Customer 02860,288,Bronze,05/14/2024
02861,Customer 02861,925,Silver,02/22/2024
02862,Customer 02862,702,Silver,01/20/2024
02863,Customer 02863,1299,Gold,04/05/2024
02864,Customer 02864,630,Silver,09/14/2024
02865,Customer 02865,279,Bronze,05/05/2024
02866,Customer 02866,972,Silver,12/14/2024
02867,Customer 02867,299,Bronze,06/06/2024
02868,Customer 02868,603,Silver,02/03/2024
02869,Customer 02869,1022,Gold,02/06/2025
02870,Customer 02870,253,Bronze,01/24/2025
02871,Customer 02871,1346,Gold,10/03/2024
02872,Customer 02872,310,Bronze,03/02/2024
02873,Customer 02873,1012,Gold,05/11/2024
02874,Customer 02874,908,Silver,08/20/2024
02875,Customer 02875,1176,Gold,01/18/2024
02876,Customer 02876,236,Bronze,09/05/2024
02877,Customer 02877,1015,Gold,09/29/2024
02878,Customer 02878,1135,Gold,07/03/2024
02879,Customer 02879,1238,Gold,05/21/2024
02880,Customer 02880,1216,Gold,02/09/2024
02881,Customer 02881,182,Bronze,02/01/2024
02882,Customer 02882,661,Silver,07/10/2024
02883,Customer 02883,791,Silver,11/26/2024
02884,Customer 02884,935,Silver,05/29/2024
02885,Customer 02885,246,Bronze,03/02/2024
02886,Customer 02886,1320,Gold,12/19/2024
02887,Customer 02887,1225,Gold,01/31/2024
02888,Customer 02888,903,Silver,11/25/2024
02889,Customer 02889,379,Bronze,11/26/2024
02890,Customer 02890,47,Bronze,06/06/2024
02891,Customer 02891,522,Silver,06/08/2024
02892,Customer 02892,1250,Gold,11/30/2024
02893,Customer 02893,331,Bronze,12/30/2024
02894,Customer 02894,299,Bronze,02/21/2025
02895,Customer 02895,1038,Gold,12/13/2024
02896,Customer 02896,1027,Gold,02/24/2025
02897,Customer 02897,995,Silver,04/10/2024
02898,Customer 02898,606,Silver,06/19/2024
02899,Customer 02899,601,Silver,01/03/2025
02900,Customer 02900,692,Silver,02/24/2025
02901,Customer 02901,594,Silver,08/28/2024
02902,Customer 02902,770,Silver,02/03/2024
02903,Customer 02903,569,Silver,12/11/2024
02904,Customer 02904,1450,Gold,10/17/2024
02905,Customer 02905,472,Bronze,05/24/2024
02906,Customer 02906,475,Bronze,09/22/2024
02907,Customer 02907,659,Silver,02/24/2025
02908,Customer 02908,739,Silver,10/26/2024
02909,Customer 02909,427,Bronze,12/01/2024
02910,Customer 02910,183,Bronze,12/07/2024
02911,Customer 02911,76,Bronze,11/22/2024
02912,Customer 02912,1373,Gold,07/01/2024
02913,Customer 02913,60,Bronze,02/25/2025
02914,Customer 02914,628,Silver,11/13/2024
02915,Customer 02915,632,Silver,07/22/2024
02916,Customer 02916,484,Bronze,01/13/2025
02917,Customer 02917,868,Silver,12/10/2024
02918,Customer 02918,1416,Gold,10/03/2024
02919,Customer 02919,790,Silver,09/15/2024
02920,Customer 02920,1024,Gold,10/01/2024
02921,Customer 02921,142,Bronze,01/29/2024
02922,Customer 02922,187,Bronze,11/25/2024
02923,Customer 02923,1221,Gold,02/13/2024
02924,Customer 02924,13,Bronze,05/10/2024
02925,Customer 02925,764,Silver,12/11/2024
02926,Customer 02926,603,Silver,02/08/2024
02927,Customer 02927,1301,Gold,05/14/2024
02928,Customer 02928,82,Bronze,11/25/2024
02929,Customer 02929,580,Silver,10/01/2024
02930,Customer 02930,244,Bronze,09/02/2024
02931,Customer 02931,499,Bronze,02/10/2025
02932,Customer 02932,544,Silver,03/08/2024
02933,Customer 02933,782,Silver,09/04/2024
02934,Customer 02934,973,Silver,08/08/2024
02935,Customer 02935,245,Bronze,04/20/2024
02936,Customer 02936,109,Bronze,05/07/2024
02937,Customer 02937,752,Silver,08/16/2024
02938,Customer 02938,339,Bronze,11/13/2024
02939,Customer 02939,1436,Gold,07/24/2024
02940,Customer 02940,169,Bronze,09/27/2024
02941,Customer 02941,506,Silver,06/29/2024
02942,Customer 02942,1036,Gold,06/02/2024
02943,Customer 02943,792,Silver,01/26/2024
02944,Customer 02944,239,Bronze,07/28/2024
02945,Customer 02945,1173,Gold,06/01/2024
02946,Customer 02946,341,Bronze,09/08/2024
02947,Customer 02947,455,Bronze,02/13/2024
02948,Customer 02948,1320,Gold,07/17/2024
02949,Customer 02949,1102,Gold,02/04/2025
02950,Customer 02950,1167,Gold,05/03/2024
02951,Customer 02951,618,Silver,08/23/2024
02952,Customer 02952,1330,Gold,02/23/2024
02953,Customer 02953,153,Bronze,11/10/2024
02954,Customer 02954,851,Silver,07/13/2024
02955,Customer 02955,930,Silver,10/28/2024
02956,Customer 02956,196,Bronze,02/20/2025
02957,Customer 02957,364,Bronze,06/18/2024
02958,Customer 02958,397,Bronze,11/21/2024
02959,Customer 02959,656,Silver,10/08/2024
02960,Customer 02960,47,Bronze,03/08/2024
02961,Customer 02961,509,Silver,11/02/2024
02962,Customer 02962,363,Bronze,07/12/2024
02963,Customer 02963,963,Silver,07/31/2024
02964,Customer 02964,1311,Gold,03/04/2024
02965,Customer 02965,495,Bronze,02/19/2025
02966,Customer 02966,74,Bronze,06/28/2024
02967,Customer 02967,1,Bronze,09/10/2024
02968,Customer 02968,1328,Gold,02/21/2025
02969,Customer 02969,1279,Gold,10/29/2024
02970,Customer 02970,1400,Gold,09/06/2024
02971,Customer 02971,625,Silver,08/28/2024
02972,Customer 02972,970,Silver,03/14/2024
02973,Customer 02973,576,Silver,04/13/2024
02974,Customer 02974,971,Silver,05/21/2024
02975,Customer 02975,851,Silver,02/24/2024
02976,Customer 02976,1187,Gold,01/04/2025
02977,Customer 02977,1295,Gold,09/18/2024
02978,Customer 02978,448,Bronze,02/15/2025
02979,Customer 02979,868,Silver,01/19/2025
02980,Customer 02980,1463,Gold,03/16/2024
02981,Customer 02981,938,Silver,10/26/2024
02982,Customer 02982,1115,Gold,02/10/2024
02983,Customer 02983,1399,Gold,01/29/2024
02984,Customer 02984,423,Bronze,06/26/2024
02985,Customer 02985,478,Bronze,12/15/2024
02986,Customer 02986,633,Silver,01/13/2025
02987,Customer 02987,1193,Gold,11/09/2024
02988,Customer 02988,411,Bronze,01/11/2024
02989,Customer 02989,897,Silver,08/22/2024
02990,Customer 02990,1087,Gold,01/11/2025
02991,Customer 02991,1327,Gold,06/14/2024
02992,Customer 02992,93,Bronze,05/24/2024
02993,Customer 02993,980,Silver,06/17/2024
02994,Customer 02994,317,Bronze,01/01/2025
02995,Customer 02995,540,Silver,01/27/2024
02996,Customer 02996,323,Bronze,06/04/2024
02997,Customer 02997,54,Bronze,10/03/2024
02998,Customer 02998,1127,Gold,03/29/2024
02999,Customer 02999,792,Silver,01/12/2024
03000,Customer 03000,1162,Gold,01/16/2025
03001,Customer 03001,360,Bronze,10/29/2024
03002,Customer 03002,212,Bronze,04/03/2024
03003,Customer 03003,1025,Gold,07/13/2024
03004,Customer 03004,1402,Gold,08/31/2024
03005,Customer 03005,710,Silver,05/04/2024
03006,Customer 03006,429,Bronze,10/30/2024
03007,Customer 03007,1209,Gold,08/20/2024
03008,Customer 03008,144,Bronze,02/25/2024
03009,Customer 03009,555,Silver,11/20/2024
03010,Customer 03010,484,Bronze,01/10/2025
03011,Customer 03011,91,Bronze,02/16/2025
03012,Customer 03012,1463,Gold,05/03/2024
03013,Customer 03013,48,Bronze,02/05/2025
03014,Customer 03014,1106,Gold,01/18/2024
03015,Customer 03015,353,Bronze,07/13/2024
03016,Customer 03016,979,Silver,11/07/2024
03017,Customer 03017,1269,Gold,04/02/2024
03018,Customer 03018,401,Bronze,01/29/2025
03019,Customer 03019,1236,Gold,08/23/2024
03020,Customer 03020,9,Bronze,03/10/2024
03021,Customer 03021,160,Bronze,12/25/2024
03022,Customer 03022,1008,Gold,09/04/2024
03023,Customer 03023,473,Bronze,05/16/2024
03024,Customer 03024,334,Bronze,10/24/2024
03025,Customer 03025,558,Silver,12/16/2024
03026,Customer 03026,692,Silver,11/20/2024
03027,Customer 03027,709,Silver,12/02/2024
03028,Customer 03028,867,Silver,04/08/2024
03029,Customer 03029,455,Bronze,11/14/2024
03030,Customer 03030,480,Bronze,03/11/2024
03031,Customer 03031,500,Silver,03/19/2024
03032,Customer 03032,1186,Gold,05/13/2024
03033,Customer 03033,1051,Gold,11/06/2024
03034,Customer 03034,656,Silver,03/04/2024
03035,Customer 03035,1246,Gold,04/16/2024
03036,Customer 03036,1332,Gold,07/04/2024
03037,Customer 03037,425,Bronze,12/09/2024
03038,Customer 03038,1111,Gold,05/01/2024
03039,Customer 03039,525,Silver,08/12/2024
03040,Customer 03040,1390,Gold,02/04/2024
03041,Customer 03041,1353,Gold,07/21/2024
03042,Customer 03042,296,Bronze,07/30/2024
03043,Customer 03043,580,Silver,04/12/2024
03044,Customer 03044,1163,Gold,01/22/2025
03045,Customer 03045,544,Silver,02/29/2024
03046,Customer 03046,196,Bronze,12/10/2024
03047,Customer 03047,109,Bronze,01/28/2025
03048,Customer 03048,596,Silver,02/18/2024
03049,Customer 03049,786,Silver,03/08/2024
03050,Customer 03050,217,Bronze,02/15/2025
03051,Customer 03051,619,Silver,10/14/2024
03052,Customer 03052,1064,Gold,04/27/2024
03053,Customer 03053,198,Bronze,10/22/2024
03054,Customer 03054,1240,Gold,01/27/2024
03055,Customer 03055,1304,Gold,01/19/2024
03056,Customer 03056,76,Bronze,12/07/2024
03057,Customer 03057,1301,Gold,01/17/2024
03058,Customer 03058,421,Bronze,08/08/2024
03059,Customer 03059,131,Bronze,11/27/2024
03060,Customer 03060,719,Silver,05/30/2024
03061,Customer 03061,1430,Gold,09/12/2024
03062,Customer 03062,724,Silver,03/20/2024
03063,Customer 03063,327,Bronze,02/01/2025
03064,Customer 03064,1162,Gold,01/21/2024
03065,Customer 03065,1289,Gold,01/06/2025
03066,Customer 03066,1328,Gold,04/15/2024
03067,Customer 03067,1359,Gold,08/13/2024
03068,Customer 03068,803,Silver,06/21/2024
03069,Customer 03069,893,Silver,03/23/2024
03070,Customer 03070,980,Silver,02/05/2025
03071,Customer 03071,611,Silver,01/09/2025
03072,Customer 03072,224,Bronze,07/28/2024
03073,Customer 03073,847,Silver,01/23/2025
03074,Customer 03074,1444,Gold,01/15/2025
03075,Customer 03075,88,Bronze,06/22/2024
03076,Customer 03076,772,Silver,08/15/2024
03077,Customer 03077,1397,Gold,08/22/2024
03078,Customer 03078,583,Silver,08/09/2024
03079,Customer 03079,865,Silver,03/04/2024
03080,Customer 03080,1028,Gold,01/05/2024
03081,Customer 03081,1374,Gold,05/08/2024
03082,Customer 03082,1140,Gold,01/28/2024
03083,Customer 03083,289,Bronze,02/20/2025
03084,Customer 03084,854,Silver,01/02/2024
03085,Customer 03085,615,Silver,02/15/2024
03086,Customer 03086,471,Bronze,01/20/2024
03087,Customer 03087,1422,Gold,02/17/2024
03088,Customer 03088,856,Silver,02/11/2025
03089,Customer 03089,207,Bronze,09/01/2024
03090,Customer 03090,432,Bronze,11/04/2024
03091,Customer 03091,829,Silver,01/02/2025
03092,Customer 03092,963,Silver,08/19/2024
03093,Customer 03093,422,Bronze,03/27/2024
03094,Customer 03094,98,Bronze,01/24/2024
03095,Customer 03095,1150,Gold,08/05/2024
03096,Customer 03096,352,Bronze,11/02/2024
03097,Customer 03097,356,Bronze,04/03/2024
03098,Customer 03098,1063,Gold,12/08/2024
03099,Customer 03099,614,Silver,04/12/2024
03100,Customer 03100,341,Bronze,11/03/2024
03101,Customer 03101,165,Bronze,03/30/2024
03102,Customer 03102,794,Silver,01/20/2024
03103,Customer 03103,1116,Gold,04/28/2024
03104,Customer 03104,353,Bronze,05/17/2024
03105,Customer 03105,1236,Gold,08/29/2024
03106,Customer 03106,1347,Gold,03/19/2024
03107,Customer 03107,883,Silver,01/10/2024
03108,Customer 03108,608,Silver,02/14/2025
03109,Customer 03109,204,Bronze,10/11/2024
03110,Customer 03110,686,Silver,02/06/2025
03111,Customer 03111,979,Silver,03/23/2024
03112,Customer 03112,984,Silver,08/16/2024
03113,Customer 03113,66,Bronze,09/04/2024
03114,Customer 03114,1009,Gold,01/12/2024
03115,Customer 03115,1201,Gold,09/13/2024
03116,Customer 03116,951,Silver,11/09/2024
03117,Customer 03117,1460,Gold,05/20/2024
03118,Customer 03118,1323,Gold,01/21/2025
03119,Customer 03119,626,Silver,02/21/2024
03120,Customer 03120,101,Bronze,03/01/2024
03121,Customer 03121,1174,Gold,01/08/2025
03122,Customer 03122,413,Bronze,09/17/2024
03123,Customer 03123,858,Silver,02/26/2025
03124,Customer 03124,228,Bronze,09/07/2024
03125,Customer 03125,614,Silver,02/25/2024
03126,Customer 03126,1278,Gold,08/07/2024
03127,Customer 03127,749,Silver,01/06/2025
03128,Customer 03128,1174,Gold,02/17/2024
03129,Customer 03129,1291,Gold,09/04/2024
03130,Customer 03130,1363,Gold,02/02/2025
03131,Customer 03131,702,Silver,01/24/2025
03132,Customer 03132,276,Bronze,01/29/2024
03133,Customer 03133,1005,Gold,05/03/2024
03134,Customer 03134,1388,Gold,02/19/2024
03135,Customer 03135,57,Bronze,09/02/2024
03136,Customer 03136,429,Bronze,10/05/2024
03137,Customer 03137,1498,Gold,12/13/2024
03138,Customer 03138,1267,Gold,11/22/2024
03139,Customer 03139,931,Silver,01/17/2024
03140,Customer 03140,1301,Gold,11/11/2024
03141,Customer 03141,1202,Gold,02/17/2024
03142,Customer 03142,1042,Gold,07/15/2024
03143,Customer 03143,1057,Gold,01/12/2024
03144,Customer 03144,922,Silver,09/12/2024
03145,Customer 03145,1231,Gold,01/06/2024
03146,Customer 03146,1224,Gold,12/14/2024
03147,Customer 03147,965,Silver,08/02/2024
03148,Customer 03148,729,Silver,09/18/2024
03149,Customer 03149,186,Bronze,10/30/2024
03150,Customer 03150,43,Bronze,01/31/2024
03151,Customer 03151,727,Silver,02/18/2024
03152,Customer 03152,711,Silver,06/21/2024
03153,Customer 03153,22,Bronze,08/04/2024
03154,Customer 03154,1061,Gold,12/06/2024
03155,Customer 03155,1229,Gold,07/17/2024
03156,Customer 03156,1469,Gold,02/19/2025
03157,Customer 03157,746,Silver,01/09/2024
03158,Customer 03158,1144,Gold,07/07/2024
03159,Customer 03159,231,Bronze,10/21/2024
03160,Customer 03160,1380,Gold,11/27/2024
03161,Customer 03161,26,Bronze,03/03/2024
03162,Customer 03162,976,Silver,07/19/2024
03163,Customer 03163,47,Bronze,02/08/2024
03164,Customer 03164,904,Silver,01/30/2025
03165,Customer 03165,497,Bronze,12/08/2024
03166,Customer 03166,1414,Gold,04/01/2024
03167,Customer 03167,1446,Gold,02/01/2025
03168,Customer 03168,930,Silver,09/30/2024
03169,Customer 03169,775,Silver,10/11/2024
03170,Customer 03170,28,Bronze,02/26/2025
03171,Customer 03171,224,Bronze,08/01/2024
03172,Customer 03172,687,Silver,02/26/2025
03173,Customer 03173,1366,Gold,12/25/2024
03174,Customer 03174,313,Bronze,03/10/2024
03175,Customer 03175,42,Bronze,07/02/2024
03176,Customer 03176,455,Bronze,07/14/2024
03177,Customer 03177,210,Bronze,10/04/2024
03178,Customer 03178,353,Bronze,07/07/2024
03179,Customer 03179,175,Bronze,11/17/2024
03180,Customer 03180,155,Bronze,02/04/2024
03181,Customer 03181,636,Silver,01/24/2025
03182,Customer 03182,1289,Gold,01/28/2025
03183,Customer 03183,125,Bronze,11/01/2024
03184,Customer 03184,327,Bronze,01/04/2024
03185,Customer 03185,1414,Gold,11/17/2024
03186,Customer 03186,690,Silver,12/27/2024
03187,Customer 03187,1437,Gold,12/02/2024
03188,Customer 03188,653,Silver,02/23/2024
03189,Customer 03189,558,Silver,03/13/2024
03190,Customer 03190,141,Bronze,01/12/2025
03191,Customer 03191,1200,Gold,10/11/2024
03192,Customer 03192,389,Bronze,12/26/2024
03193,Customer 03193,71,Bronze,10/30/2024
03194,Customer 03194,1261,Gold,04/22/2024
03195,Customer 03195,3,Bronze,01/02/2025
03196,Customer 03196,826,Silver,01/20/2024
03197,Customer 03197,725,Silver,01/30/2025
03198,Customer 03198,44,Bronze,02/15/2024
03199,Customer 03199,1058,Gold,08/10/2024
03200,Customer 03200,422,Bronze,07/12/2024
03201,Customer 03201,381,Bronze,04/18/2024
03202,Customer 03202,623,Silver,05/01/2024
03203,Customer 03203,964,Silver,11/06/2024
03204,Customer 03204,886,Silver,11/23/2024
03205,Customer 03205,7,Bronze,08/15/2024
03206,Customer 03206,544,Silver,03/30/2024
03207,Customer 03207,363,Bronze,12/14/2024
03208,Customer 03208,649,Silver,08/27/2024
03209,Customer 03209,1023,Gold,05/28/2024
03210,Customer 03210,441,Bronze,07/17/2024
03211,Customer 03211,1182,Gold,01/28/2025
03212,Customer 03212,1485,Gold,06/25/2024
03213,Customer 03213,727,Silver,07/13/2024
03214,Customer 03214,1474,Gold,05/15/2024
03215,Customer 03215,717,Silver,03/16/2024
03216,Customer 03216,563,Silver,04/29/2024
03217,Customer 03217,1042,Gold,03/30/2024
03218,Customer 03218,715,Silver,03/24/2024
03219,Customer 03219,1309,Gold,08/07/2024
03220,Customer 03220,613,Silver,08/17/2024
03221,Customer 03221,1309,Gold,09/26/2024
03222,Customer 03222,1377,Gold,06/02/2024
03223,Customer 03223,1244,Gold,10/07/2024
03224,Customer 03224,212,Bronze,01/08/2025
03225,Customer 03225,353,Bronze,01/04/2024
03226,Customer 03226,900,Silver,02/18/2024
03227,Customer 03227,1385,Gold,04/22/2024
03228,Customer 03228,312,Bronze,04/23/2024
03229,Customer 03229,1257,Gold,06/05/2024
03230,Customer 03230,261,Bronze,02/19/2025
03231,Customer 03231,1285,Gold,03/18/2024
03232,Customer 03232,1252,Gold,03/25/2024
03233,Customer 03233,1016,Gold,02/15/2025
03234,Customer 03234,1135,Gold,11/18/2024
03235,Customer 03235,681,Silver,01/04/2024
03236,Customer 03236,1118,Gold,01/17/2025
03237,Customer 03237,1103,Gold,11/21/2024
03238,Customer 03238,204,Bronze,03/15/2024
03239,Customer 03239,989,Silver,04/10/2024
03240,Customer 03240,1289,Gold,05/27/2024
03241,Customer 03241,89,Bronze,05/29/2024
03242,Customer 03242,1359,Gold,08/04/2024
03243,Customer 03243,865,Silver,01/31/2024
03244,Customer 03244,1161,Gold,08/22/2024
03245,Customer 03245,1085,Gold,07/18/2024
03246,Customer 03246,672,Silver,12/10/2024
03247,Customer 03247,880,Silver,03/14/2024
03248,Customer 03248,645,Silver,07/11/2024
03249,Customer 03249,256,Bronze,02/17/2025
03250,Customer 03250,793,Silver,04/17/2024
03251,Customer 03251,1093,Gold,05/02/2024
03252,Customer 03252,502,Silver,03/31/2024
03253,Customer 03253,1325,Gold,01/12/2024
03254,Customer 03254,827,Silver,05/20/2024
03255,Customer 03255,1179,Gold,04/07/2024
03256,Customer 03256,1394,Gold,02/15/2025
03257,Customer 03257,154,Bronze,12/30/2024
03258,Customer 03258,591,Silver,01/07/2024
03259,Customer 03259,435,Bronze,03/28/2024
03260,Customer 03260,710,Silver,05/17/2024
03261,Customer 03261,1384,Gold,01/16/2024
03262,Customer 03262,1136,Gold,02/01/2025
03263,Customer 03263,1256,Gold,09/15/2024
03264,Customer 03264,124,Bronze,03/27/2024
03265,Customer 03265,717,Silver,02/27/2025
03266,Customer 03266,1394,Gold,05/13/2024
03267,Customer 03267,437,Bronze,02/11/2024
03268,Customer 03268,1134,Gold,12/01/2024
03269,Customer 03269,1195,Gold,04/25/2024
03270,Customer 03270,644,Silver,04/05/2024
03271,Customer 03271,665,Silver,05/20/2024
03272,Customer 03272,530,Silver,07/11/2024
03273,Customer 03273,60,Bronze,05/30/2024
03274,Customer 03274,1300,Gold,07/16/2024
03275,Customer 03275,881,Silver,11/28/2024
03276,Customer 03276,379,Bronze,04/10/2024
03277,Customer 03277,520,Silver,05/13/2024
03278,Customer 03278,1413,Gold,03/21/2024
03279,Customer 03279,859,Silver,12/08/2024
03280,Customer 03280,722,Silver,05/17/2024
03281,Customer 03281,1000,Gold,12/08/2024
03282,Customer 03282,797,Silver,03/01/2024
03283,Customer 03283,707,Silver,02/11/2025
03284,Customer 03284,337,Bronze,06/10/2024
03285,Customer 03285,889,Silver,08/16/2024
03286,Customer 03286,984,Silver,06/08/2024
03287,Customer 03287,1414,Gold,03/02/2024
03288,Customer 03288,152,Bronze,02/20/2024
03289,Customer 03289,1124,Gold,12/19/2024
03290,Customer 03290,1492,Gold,11/17/2024
03291,Customer 03291,302,Bronze,01/07/2024
03292,Customer 03292,1259,Gold,02/28/2025
03293,Customer 03293,1483,Gold,06/05/2024
03294,Customer 03294,1340,Gold,02/24/2025
03295,Customer 03295,1140,Gold,11/25/2024
03296,Customer 03296,675,Silver,02/22/2024
03297,Customer 03297,1400,Gold,03/15/2024
03298,Customer 03298,556,Silver,01/04/2025
03299,Customer 03299,36,Bronze,04/16/2024
03300,Customer 03300,829,Silver,05/03/2024
03301,Customer 03301,503,Silver,10/18/2024
03302,Customer 03302,268,Bronze,03/10/2024
03303,Customer 03303,384,Bronze,10/05/2024
03304,Customer 03304,255,Bronze,02/14/2025
03305,Customer 03305,935,Silver,05/06/2024
03306,Customer 03306,1274,Gold,02/14/2024
03307,Customer 03307,816,Silver,11/12/2024
03308,Customer 03308,1251,Gold,12/19/2024
03309,Customer 03309,397,Bronze,05/18/2024
03310,Customer 03310,570,Silver,12/06/2024
03311,Customer 03311,555,Silver,01/16/2025
03312,Customer 03312,608,Silver,04/12/2024
03313,Customer 03313,203,Bronze,08/08/2024
03314,Customer 03314,1173,Gold,08/10/2024
03315,Customer 03315,770,Silver,07/03/2024
03316,Customer 03316,548,Silver,03/05/2024
03317,Customer 03317,1098,Gold,09/01/2024
03318,Customer 03318,706,Silver,04/21/2024
03319,Customer 03319,1274,Gold,04/12/2024
03320,Customer 03320,1081,Gold,02/20/2025
03321,Customer 03321,788,Silver,06/19/2024
03322,Customer 03322,39,Bronze,02/09/2025
03323,Customer 03323,75,Bronze,12/30/2024
03324,Customer 03324,429,Bronze,06/08/2024
03325,Customer 03325,568,Silver,09/30/2024
03326,Customer 03326,1118,Gold,07/29/2024
03327,Customer 03327,1300,Gold,07/30/2024
03328,Customer 03328,1472,Gold,05/27/2024
03329,Customer 03329,646,Silver,11/30/2024
03330,Customer 03330,1269,Gold,02/24/2024
03331,Customer 03331,1304,Gold,05/11/2024
03332,Customer 03332,88,Bronze,04/23/2024
03333,Customer 03333,1015,Gold,02/14/2025
03334,Customer 03334,686,Silver,01/27/2025
03335,Customer 03335,1243,Gold,04/19/2024
03336,Customer 03336,1191,Gold,03/24/2024
03337,Customer 03337,1004,Gold,01/28/2024
03338,Customer 03338,1079,Gold,05/24/2024
03339,Customer 03339,1187,Gold,02/22/2025
03340,Customer 03340,1275,Gold,08/14/2024
03341,Customer 03341,913,Silver,04/10/2024
03342,Customer 03342,1091,Gold,07/29/2024
03343,Customer 03343,926,Silver,02/06/2025
03344,Customer 03344,1400,Gold,02/18/2024
03345,Customer 03345,1133,Gold,01/27/2025
03346,Customer 03346,61,Bronze,12/30/2024
